icd_code,icd_version,long_title
87262,9,"Open wound of ossicles, without mention of complication"
87339,9,"Open wound of multiple sites of nose, complicated"
8781,9,"Open wound of penis, complicated"
8790,9,"Open wound of breast, without mention of complication"
8870,9,"Traumatic amputation of arm and hand (complete) (partial), unilateral, below elbow, without mention of complication"
9012,9,Injury to superior vena cava
90302,9,Injury to axillary vein
9125,9,"Insect bite, nonvenomous of shoulder and upper arm, infected"
9150,9,"Abrasion or friction burn of finger(s), without mention of infection"
9192,9,"Blister of other, multiple, and unspecified sites, without mention of infection"
94215,9,Erythema [first degree] of genitalia
94229,9,"Blisters, epidermal loss [second degree] of other and multiple sites of trunk"
94241,9,"Deep necrosis of underlying tissues [deep third degree]) without mention of loss of a body part, of breast"
94343,9,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of upper arm"
94454,9,"Deep necrosis of underlying tissues [deep third degree] with loss of a body part, of two or more digits of hand including thumb"
9473,9,Burn of gastrointestinal tract
9579,9,"Injury to nerves, unspecified site"
9606,9,Poisoning of antimycobacterial antibiotics
9630,9,Poisoning by antiallergic and antiemetic drugs
96501,9,Poisoning by heroin
9680,9,Poisoning by central nervous system muscle-tone depressants
9690,9,Poisoning-antidepressant
9711,9,Poisoning by parasympatholytics (anticholinergics and antimuscarinics) and spasmolytics
9735,9,Poisoning by antidiarrheal drugs
9736,9,Poisoning by emetics
9745,9,"Poisoning by electrolytic, caloric, and water-balance agents"
9770,9,Poisoning by dietetics
9888,9,Toxic effect of other specified noxious substances eaten as food
9890,9,Toxic effect of hydrocyanic acid and cyanides
98984,9,Toxic effect of tobacco
9911,9,Frostbite of hand
9944,9,Exhaustion due to exposure
99699,9,Complication of other specified reattached body part
99701,9,Central nervous system complication
99830,9,"Disruption of wound, unspecified"
99934,9,"Acute infection following transfusion, infusion, or injection of blood and blood products"
E0081,9,Activities involving wrestling
E0129,9,Activity involving other arts and handcrafts
E0181,9,Activities involving drum and other percussion instrument playing
E8141,9,Motor vehicle traffic accident involving collision with pedestrian injuring passenger in motor vehicle other than motorcycle
E8192,9,Motor vehicle traffic accident of unspecified nature injuring motorcyclist
E8323,9,Other accidental submersion or drowning in water transport accident injuring occupant of other watercraft -- other than crew
E8343,9,Other fall from one level to another in water transport injuring occupant of other watercraft -- other than crew
E8346,9,"Other fall from one level to another in water transport injuring dockers, stevedores"
E8347,9,"Other fall from one level to another in water transport, occupant of military watercraft, any type"
E8601,9,Accidental poisoning by other and unspecified ethyl alcohol and its products
E8659,9,Accidental poisoning from unspecified foodstuff or poisonous plant
E8810,9,Accidental fall from ladder
E8853,9,Fall from skis
E8919,9,Unspecified accident resulting from conflagration of other and unspecified building or structure
E9019,9,Accident due to excessive cold of unspecified origin
E9057,9,Poisoning and toxic reactions caused by other plants
E9100,9,Accidental drowning and submersion while water-skiing
E9102,9,Accidental drowning and submersion while engaged in other sport or recreational activity without diving equipment
E912,9,Inhalation and ingestion of other object causing obstruction of respiratory tract or suffocation
E9272,9,Excessive physical exertion
E9290,9,Late effects of motor vehicle accident
E9341,9,Liver preparations and other antianemic agents causing adverse effects in therapeutic use
E9445,9,"Electrolytic, caloric, and water-balance agents causing adverse effects in therapeutic use"
E9553,9,Suicide and self-inflicted injury by military firearms
E978,9,Legal execution
E9790,9,Terrorism involving explosion of marine weapons
E9818,9,"Poisoning by other utility gas, undetermined whether accidentally or purposely inflicted"
E9948,9,Injury due to war operations by other destruction of aircraft
E9959,9,Injury due to war operations by unspecified form of conventional warfare
V053,9,Need for prophylactic vaccination and inoculation against viral hepatitis
V1249,9,Personal history of other disorders of nervous system and sense organs
V1309,9,Personal history of other specified urinary system disorders
V190,9,Family history of blindness or visual loss
V212,9,Other development of adolescence
V2134,9,"Low birth weight status, 1500-1999 grams"
V2512,9,Encounter for removal of intrauterine contraceptive device
V2542,9,Surveillance of intrauterine contraceptive device
V261,9,Artificial insemination
V4365,9,Knee joint replacement
V4613,9,Encounter for weaning from respirator [ventilator]
V5302,9,Fitting and adjustment of neuropacemaker (brain) (peripheral nerve) (spinal cord)
V5869,9,Long-term (current) use of other medications
V6102,9,Family disruption due to return of family member from military deployment
V6123,9,Counseling for parent-biological child problem
V6285,9,Homicidal ideation
V653,9,Dietary surveillance and counseling
V756,9,Screening examination for filariasis
V791,9,Screening for alcoholism
V9199,9,"Other specified multiple gestation, unable to determine number of placenta and number of amniotic sacs"
0019,9,"Cholera, unspecified"
0023,9,Paratyphoid fever C
01101,9,"Tuberculosis of lung, infiltrative, bacteriological or histological examination not done"
01115,9,"Tuberculosis of lung, nodular, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01181,9,"Other specified pulmonary tuberculosis, bacteriological or histological examination not done"
01214,9,"Tuberculosis of intrathoracic lymph nodes, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01223,9,"Isolated tracheal or bronchial tuberculosis, tubercle bacilli found (in sputum) by microscopy"
01406,9,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01610,9,"Tuberculosis of bladder, unspecified"
01665,9,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01702,9,"Tuberculosis of skin and subcutaneous cellular tissue, bacteriological or histological examination unknown (at present)"
01792,9,"Tuberculosis of other specified organs, bacteriological or histological examination unknown (at present)"
01802,9,"Acute miliary tuberculosis, bacteriological or histological examination unknown (at present)"
04189,9,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other specified bacteria"
0793,9,Rhinovirus infection in conditions classified elsewhere and of unspecified site
07998,9,Unspecified chlamydial infection
0821,9,Boutonneuse fever
13621,9,Specific infection due to acanthamoeba
1521,9,Malignant neoplasm of jejunum
1538,9,Malignant neoplasm of other specified sites of large intestine
1543,9,"Malignant neoplasm of anus, unspecified site"
1573,9,Malignant neoplasm of pancreatic duct
1625,9,"Malignant neoplasm of lower lobe, bronchus or lung"
1639,9,"Malignant neoplasm of pleura, unspecified"
17321,9,Basal cell carcinoma of skin of ear and external auditory canal
1849,9,"Malignant neoplasm of female genital organ, site unspecified"
1884,9,Malignant neoplasm of posterior wall of urinary bladder
1971,9,Secondary malignant neoplasm of mediastinum
1980,9,Secondary malignant neoplasm of kidney
20072,9,"Large cell lymphoma, intrathoracic lymph nodes"
20148,9,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites"
20912,9,Malignant carcinoid tumor of the cecum
20942,9,Benign carcinoid tumor of the jejunum
2329,9,"Carcinoma in situ of skin, site unspecified"
2381,9,Neoplasm of uncertain behavior of connective and other soft tissue
2399,9,"Neoplasm of unspecified nature, site unspecified"
2419,9,Unspecified nontoxic nodular goiter
2536,9,Other disorders of neurohypophysis
2630,9,Malnutrition of moderate degree
2648,9,Other manifestations of vitamin A deficiency
2689,9,Unspecified vitamin D deficiency
27709,9,Cystic fibrosis with other manifestations
2888,9,Other specified disease of white blood cells
2899,9,Unspecified diseases of blood and blood-forming organs
29574,9,"Schizoaffective disorder, chronic with acute exacerbation"
29580,9,"Other specified types of schizophrenia, unspecified"
29623,9,"Major depressive affective disorder, single episode, severe, without mention of psychotic behavior"
30274,9,Male orgasmic disorder
30460,9,"Other specified drug dependence, unspecified"
30659,9,Other genitourinary malfunction arising from mental factors
311,9,"Depressive disorder, not elsewhere classified"
3209,9,Meningitis due to unspecified bacterium
32352,9,Myelitis following immunization procedures
32740,9,"Organic parasomnia, unspecified"
3321,9,Secondary parkinsonism
33383,9,Spasmodic torticollis
33391,9,Stiff-man syndrome
3350,9,Werdnig-Hoffmann disease
3369,9,Unspecified disease of spinal cord
34430,9,Monoplegia of lower limb affecting unspecified side
34622,9,"Variants of migraine, not elsewhere classified, without mention of intractable migraine with status migrainosus"
3489,9,Unspecified condition of brain
34989,9,Other specified disorders of nervous system
3558,9,"Mononeuritis of lower limb, unspecified"
36510,9,"Open-angle glaucoma, unspecified"
36531,9,"Corticosteroid-induced glaucoma, glaucomatous stage"
36619,9,Other and combined forms of senile cataract
36620,9,"Traumatic cataract, unspecified"
36720,9,"Astigmatism, unspecified"
36815,9,Other visual distortions and entoptic phenomena
36842,9,Scotoma of blind spot area
36907,9,Better eye: profound vision impairment; lesser eye: near-total vision impairment
36916,9,Better eye: moderate vision impairment; lesser eye: total vision impairment
3694,9,"Legal blindness, as defined in U.S.A."
37412,9,Mechanical ectropion
37422,9,Mechanical lagophthalmos
37613,9,Parasitic infestation of orbit
37712,9,Postinflammatory optic atrophy
37926,9,Vitreous prolapse
38011,9,Acute infection of pinna
38089,9,Other disorders of external ear
38150,9,"Eustachian salpingitis, unspecified"
38831,9,Subjective tinnitus
3920,9,Rheumatic chorea with heart involvement
3952,9,Rheumatic aortic stenosis with insufficiency
3962,9,Mitral valve insufficiency and aortic valve stenosis
40210,9,Benign hypertensive heart disease without heart failure
40310,9,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified"
41511,9,Iatrogenic pulmonary embolism and infarction
4230,9,Hemopericardium
42491,9,Endocarditis in diseases classified elsewhere
44401,9,Saddle embolus of abdominal aorta
44581,9,Atheroembolism of kidney
45183,9,Phlebitis and thrombophlebitis of deep veins of upper extremities
